N:, Time:, Error:,
16, 0.899076, 0.00565282
32, 0.620842, 0.00131357
64, 1.334906, 0.000315062
128, 5.105019, 7.70483e-05
256, 22.701025, 1.90444e-05
512, 102.880001, 4.73371e-06
1024, 458.374023, 1.17999e-06
2048, 2064.149857, 2.94568e-07
4096, 9135.317087, 7.35881e-08
8192, 40291.261911, 1.83903e-08
16384, 176337.965965, 4.59673e-09

